168.189,79.7589,0
167.56,59.6707,0
174.451,96.5266,0
170.442,65.8728,0
176.052,95.8132,0
181.841,102.048,0
177.495,88.7453,0
182.236,96.3656,0
172.998,93.2914,0
173.56,63.5912,0
172.142,49.4131,0
184.247,93.2659,0
187.359,83.0158,0
167.517,74.9782,0
177.306,105.69,0
178.011,99.2274,0
178.892,87.9933,0
189.05,109.442,0
169.289,88.0656,0
175.298,88.8382,0
178.007,88.1818,0
183.354,100.953,0
178.308,85.3157,0
171.578,66.1317,0
171.982,111.217,0
188.269,102.329,0
172.157,119.246,0
173.56,99.0518,0
179.16,100.7,0
168.995,91.3961,0
179.292,122.082,0
178.472,105.982,0
170.833,77.6657,0
172.01,86.263,0
179.663,96.3095,0
192.313,117.297,0
188.547,114.572,0
181.569,75.3664,0
167.29,79.7057,0
172.707,103.756,0
175.887,111.633,0
182.676,66.6078,0
163.219,76.9834,0
172.635,90.6051,0
180.575,103.715,0
165.8,99.0471,0
182.376,117.499,0
162.898,75.7824,0
179.499,88.6352,0
175.843,75.2532,0
179.151,84.0797,0
176.82,94.8255,0
175.057,106.736,0
183.447,101.929,0
171.779,77.8242,0
185.087,79.9213,0
172.603,88.5606,0
168.488,85.6069,0
174.441,52.2352,0
167.265,71.3625,0
169.365,100.873,0
173.383,110.732,0
179.346,80.022,0
169.175,86.5099,0
195.738,127.093,0
171.957,82.2619,0
182.151,74.8191,0
171.132,98.8396,0
177.082,101.887,0
175.206,103.301,0
176.755,63.2727,0
169.532,90.4893,0
168.184,115.553,0
177.517,80.712,0
176.525,84.4297,0
169.329,78.2334,0
177.771,107.825,0
172.686,104.902,0
183.266,97.0396,0
191.63,111.478,0
174.704,88.2728,0
163.607,69.4974,0
181.635,86.7904,0
178.42,110.995,0
171.678,91.2266,0
181.542,104.363,0
163.009,80.9977,0
194.247,84.0711,0
165.608,73.315,0
181.394,94.9329,0
170.815,82.7988,0
175.594,105.596,0
190.414,101.085,0
172.891,94.0731,0
172.289,62.4321,0
179.199,84.0344,0
176.738,73.7228,0
181.962,83.5391,0
178.897,96.062,0
179.946,90.0283,0
174.345,90.8773,0
185.316,90.9685,0
174.616,87.2668,0
172.209,64.6447,0
180.377,85.9406,0
178.256,81.6147,0
172.028,97.4341,0
182.059,86.4357,0
170.521,101.967,0
176.142,85.3825,0
181.879,83.6108,0
165.634,94.6774,0
183.612,103.274,0
188.834,85.3648,0
174.047,74.5964,0
173.68,80.8674,0
171.281,70.6871,0
186.572,90.4806,0
189.927,126.243,0
183.745,81.9829,0
166.788,80.6329,0
186.55,124.899,0
188.858,106.408,0
180.248,109.601,0
175.211,79.4337,0
185.085,104.934,0
171.75,79.6588,0
169.966,63.9629,0
164.315,74.3073,0
183.748,70.3496,0
181.521,111.17,0
178.803,109.878,0
183.778,121.824,0
169.662,81.6767,0
183.389,108.278,0
174.408,66.8774,0
183.321,103.358,0
183.797,120.337,0
180.531,77.2117,0
174.648,95.5807,0
182.695,70.6374,0
174.046,102.285,0
170.345,86.2288,0
171.191,79.1191,0
171.43,90.966,0
172.342,85.7455,0
169.358,92.8579,0
172.609,86.6322,0
180.774,95.2037,0
186.616,97.2961,0
161.157,63.3519,0
167.756,84.958,0
173.906,56.102,0
177.616,112.57,0
173.029,102.533,0
177.941,94.0964,0
178.578,92.8139,0
176.173,54.3323,0
176.993,78.1772,0
172.646,87.7422,0
181.342,85.1253,0
175.511,87.3929,0
180.518,99.8536,0
184.389,130.05,0
179.97,117.322,0
178.129,115.458,0
176.461,120.819,0
186.685,100.044,0
189.322,92.0766,0
186.765,98.4033,0
177.905,72.443,0
172.95,91.5239,0
173.717,106.475,0
178.061,72.8034,0
174.048,112.267,0
182.479,83.9327,0
174.87,68.7735,0
172.892,83.0453,0
178.387,77.8242,0
174.953,74.9848,0
182.788,68.3657,0
180.637,88.6285,0
183.871,97.3853,0
179.57,92.9455,0
171.266,98.005,0
176.735,93.473,0
179.898,98.4603,0
178.552,92.7718,0
181.321,75.5453,0
177.282,112.557,0
180.756,102.16,0
170.222,88.4885,0
179.29,107.775,0
174.543,52.9743,0
178.685,92.0845,0
164.672,86.1606,0
174.952,79.323,0
160.144,90.1985,0
175.017,84.6201,0
172.127,90.1035,0
174.323,87.0901,0
183.48,101.282,0
176.823,90.7498,0
180.011,83.9689,0
173.48,94.7992,0
179.016,101.559,0
180.274,102.241,0
171.4,87.8216,0
182.776,79.9831,0
173.2,87.2708,0
179.43,83.4223,0
173.44,89.3471,0
175.827,104.095,0
170.279,124.947,0
170.899,86.2596,0
175.433,74.4325,0
179.175,81.7486,0
178.76,65.1653,0
179.756,107.557,0
178.943,84.0665,0
173.445,92.4282,0
184.916,70.0347,0
172.672,75.4713,0
176.495,102,0
177.45,66.8076,0
169.857,82.81,0
189.469,106.217,0
169.023,63.9501,0
168.755,81.1518,0
184.17,89.4837,0
177.394,70.4323,0
171.396,95.5328,0
171.944,121.984,0
172.98,110.626,0
191.844,92.3269,0
180.822,92.9582,0
173.325,81.9675,0
175.236,92.7449,0
171.899,89.7299,0
176.501,102.665,0
183.322,74.878,0
175.063,57.7509,0
174.704,80.7254,0
188.582,104.668,0
174.79,71.6672,0
177.491,63.5213,0
172.007,78.0599,0
178.58,87.0255,0
170.735,97.7818,0
173.317,86.2929,0
173.125,73.634,0
171.084,70.0643,0
175.483,92.0741,0
170.307,100.262,0
186.417,100.253,0
177.485,82.4096,0
183.425,96.0207,0
171.587,99.8215,0
182.478,93.4077,0
183.394,92.1896,0
165.467,86.4541,0
175.773,109.844,0
181.692,108.293,0
179.904,81.3164,0
172.226,109.2,0
184.308,120.402,0
179.792,75.4112,0
174.607,71.2313,0
169.003,94.5998,0
172.635,104.79,0
174.039,70.95,0
176.92,90.5,0
187.388,113.783,0
170.091,71.8054,0
177.949,86.255,0
176.994,62.6164,0
172.863,72.4225,0
171.14,87.6721,0
174.526,100.451,0
174.082,88.5536,0
178.554,111.393,0
175.794,90.4249,0
169.07,91.0727,0
176.934,89.6302,0
173.698,75.294,0
177.793,81.2219,0
181.696,84.7875,0
173.573,84.2586,0
170.373,84.3194,0
174.049,77.919,0
179.383,84.1698,0
165.497,108.458,0
178.658,70.4281,0
183.933,75.1644,0
178.168,87.435,0
177.214,72.4885,0
188.605,107.894,0
170.637,87.1712,0
194.62,102.341,0
177.191,113.316,0
180.29,108.26,0
177.994,98.831,0
180.859,93.4058,0
174.211,106.555,0
172.76,102.988,0
187.864,90.1567,0
171.379,86.956,0
173.207,74.5597,0
185.86,84.7196,0
185.172,82.6567,0
179.87,82.321,0
167.727,97.2918,0
175.268,81.563,0
169.624,68.1117,0
180.342,92.972,0
179.617,78.4709,0
173.286,91.0694,0
192.053,114.696,0
174.5,86.7081,0
178.334,73.8871,0
180.623,90.4287,0
185.261,92.478,0
173.223,69.1523,0
183.582,117.98,0
178.226,90.9202,0
171.662,77.3469,0
170.224,97.904,0
173.277,104.518,0
176.461,109.471,0
167.883,61.4633,0
178.212,101.415,0
189.136,87.8775,0
167.685,80.2321,0
167.541,75.8098,0
176.755,96.9985,0
176.506,76.9194,0
178.964,87.359,0
177.484,82.876,0
174.765,88.5899,0
170.486,76.0739,0
171.508,71.7118,0
163.473,83.4092,0
175.672,64.6338,0
169.491,89.2202,0
181.594,81.3725,0
169.53,86.4153,0
170.13,87.6708,0
177.594,96.763,0
184.45,99.6211,0
182.925,109.902,0
175.382,64.1112,0
178.924,97.9504,0
182.421,121.388,0
180.919,101.756,0
183.69,111.674,0
178.048,87.0236,0
171.182,63.5935,0
180.341,89.9041,0
169.696,73.4093,0
196.676,83.1958,0
173.969,81.8617,0
187.174,84.6785,0
177.199,85.2437,0
181.088,98.6912,0
178.478,93.3582,0
180.533,45.2647,0
170.437,87.6849,0
174.47,82.1752,0
171.013,69.4447,0
181.909,96.5116,0
176.998,90.1885,0
167.301,76.0612,0
174.752,100.922,0
191.049,113.459,0
184.867,104.76,0
177.899,95.8588,0
178.277,70.1451,0
177.816,92.011,0
173.224,85.0632,0
178.612,95.2234,0
181.986,111.496,0
174.997,59.9413,0
173.523,75.2577,0
168.619,105.937,0
183.433,98.2117,0
180.825,81.0489,0
173.975,75.9416,0
187.206,88.5739,0
166.618,77.4736,0
170.209,65.9598,0
178.032,120.152,0
175.849,85.1153,0
167.687,84.1028,0
181.042,89.2541,0
173.72,100.845,0
178.203,94.6283,0
174.007,108.327,0
187.05,100.385,0
175.975,88.4026,0
182.027,104.117,0
177.738,91.3377,0
172.308,87.538,0
189.102,80.7937,0
184.514,62.4959,0
171.518,75.0231,0
179.989,112.304,0
175.96,95.3919,0
185.641,88.2692,0
164.335,86.1548,0
171.905,58.3185,0
185.585,102.922,0
167.932,89.7186,0
176.541,86.8246,0
176.064,108.446,0
187.001,117.145,0
178.318,89.2425,0
186.667,87.7846,0
187.012,93.7654,0
178.311,88.2796,0
173.773,91.8025,0
180.186,112.327,0
178.05,89.1344,0
165.625,94.0826,0
170.438,76.9745,0
181.639,107.192,0
178.535,86.1326,0
167.596,68.6949,0
183.431,96.5685,0
173.167,61.7892,0
175.999,99.5566,0
176.766,74.2097,0
166.819,69.3239,0
177.9,112.463,0
173.941,97.6321,0
181.281,83.982,0
178.234,86.5705,0
171.062,97.6441,0
183.64,98.1027,0
180.187,87.7989,0
192.04,97.1696,0
175.072,105.327,0
179.027,80.6062,0
172.768,98.8476,0
171.481,98.4577,0
172.988,57.9131,0
169.313,71.5458,0
186.946,135.709,0
172.141,85.4482,0
165.073,75.1218,0
178.766,79.4404,0
178.448,86.2608,0
178.21,84.1492,0
167.961,78.3955,0
186.134,93.3917,0
178.407,109.64,0
172.048,92.532,0
175.822,104.392,0
177.367,104.55,0
169.218,94.4989,0
169.82,88.2914,0
184.578,106.333,0
183.259,103.627,0
187.375,87.7885,0
176.865,105.728,0
173.118,95.0035,0
173.74,88.2373,0
169.306,83.0165,0
178.661,84.0834,0
176.763,105.696,0
174.042,116.56,0
177.812,120.919,0
174.633,75.6165,0
171.153,70.1808,0
180.105,74.838,0
179.472,102.018,0
171.835,63.0814,0
176.951,92.3434,0
172.984,86.507,0
174.99,110.494,0
174.154,105.474,0
177.28,87.133,0
171.077,86.0552,0
183.038,103.186,0
183.963,110.597,0
181.209,119.713,0
177.083,103.126,0
181.283,81.7193,0
167.682,91.6045,0
187.903,95.8826,0
183.255,112.79,0
177.541,95.7733,0
172.722,87.502,0
172.51,98.5708,0
178.052,79.6208,0
